SMILES,tanimoto_coefficient,pAct
O=C(O)c1ccc(NCc2cccc(Br)c2)cc1,0.265625,4.358456487247683
Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nn[nH]n2)cc1,0.22580645161290322,4.835587655895231
Clc1ccc(-n2c(SC/C=C/c3ccccc3)nnc2-c2cccnc2)cc1,0.1958762886597938,5.073966403321156
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(COC4)C3)cc2)C1,0.2948717948717949,7.958607314841775
Clc1ccc(C2CC(c3cccs3)n3ncnc3N2)cc1Cl,0.16049382716049382,4.795554418566932
O=C(CSc1nnc(Cc2ccccc2)n1Cc1ccco1)NC1CCCC1,0.2926829268292683,4.358456487247683
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(C)c4)C3)o2)cc1,0.29347826086956524,7.853871964321762
COc1nn(-c2cccc(C)c2)c(=O)c(Cl)c1Cl,0.21333333333333335,5.508638306165728
COc1ccc2nc(NCCCNCc3ccsc3)cc(C)c2c1,0.24705882352941178,7.823908740944319
COc1ccc2nc(N[C@H]3CC[C@H](NCc4ccsc4)C3)cc(C)c2c1,0.27586206896551724,7.207608310501746
COc1ccc2nc(N[C@H]3C[C@@H]4C[C@H]3[C@@H](NCc3ccsc3)C4)cc(C)c2c1,0.25274725274725274,7.455931955649724
COc1ccc2nc(N[C@H]3C[C@H]4C[C@@H]3[C@@H](NCc3ccsc3)C4)cc(C)c2c1,0.25274725274725274,6.432973633840939
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)nc2c1,0.26881720430107525,7.823908740944319
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc5nsnc45)C3)nc2c1,0.23157894736842105,8.0
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cn(C)nc4C)C3)nc2c1,0.25,6.749579997691106
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cc(C#N)ccc45)C3)nc2c1,0.2967032967032967,6.928117992693875
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5c4ccc4cccnc45)C3)nc2c1,0.2803738317757009,7.1487416512809245
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5cccnc45)C3)nc2c1,0.2761904761904762,7.080921907623926
Cc1cc(=O)oc2cc(OC(=O)c3ccccc3)ccc12,0.25,4.358456487247683
CCOC(=O)C(C)On1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc21,0.2073170731707317,4.799915936337848
CN(C)C1CCN(c2ccc(NC(=O)C#Cc3ccccc3)cc2)C1,0.2696629213483146,5.0
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(F)c4)C3)o2)cc1,0.2903225806451613,7.823908740944319
CN(CCCN1CCC2(CC1)OCc1cc(F)ncc12)C(=O)C(c1ccc(F)c(F)c1)n1cccn1,0.2830188679245283,8.886056647693163
CN1CCN(Cc2ccc(OC3CN(C(=O)c4nnc(-c5ccccc5)o4)C3)cc2F)CC1,0.2875,7.031517051446065
CN[C@H]1CCN(c2ccc(N3Cc4cn(-c5ccc(Cl)cc5)nc4C3=O)cn2)C1,0.29213483146067415,6.617982957425132
COc1cc(N[C@H]2CCC[C@H](NCc3ccsc3)C2)nc2ccc(F)cc12,0.24705882352941178,7.045757490560675
COc1ccccc1C1CC(c2ccc(Cl)cc2)Nc2ncnn21,0.2413793103448276,4.611099891645763
C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCC3(C(=O)O)CCCCC3)C[C@@H]21,0.26804123711340205,9.221848749616356
C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCC3(C(=O)O)CCOCC3)C[C@@H]21,0.2692307692307692,8.045757490560675
C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCN3CCOCC3=O)C[C@@H]21,0.23529411764705882,8.154901959985743
C[C@@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@@H]2CCN(CCN3CCOCC3)C[C@H]21,0.2631578947368421,6.1249387366083
CN(C)c1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,0.22772277227722773,6.79588
CSc1ccc(-c2ccn(-c3ccc4c5c(n(C)c4c3)CCNC5)c(=O)c2)cc1,0.21794871794871795,8.619789
Cn1c2c(c3ccc(-n4ccc(-c5ccc(Cl)cc5Cl)cc4=O)cc31)CNCC2,0.25882352941176473,8.142668
COc1cc(Cl)ccc1-c1ccn(-c2ccc3c4c(n(C)c3c2)CCNC4)c(=O)c1,0.2826086956521739,8.154902
COc1ccc(-c2ccn(-c3ccc4c5c(n(C)c4c3)CCNC5)c(=O)c2)c(C)c1,0.25,8.119186
Cn1c2c(c3ccc(-n4ccc(-c5ccc(Cl)cc5)cc4=O)cc31)CCNC2,0.2875,7.958607
CN1CCc2c(n(C)c3cc(-n4ccc(-c5ccc(Cl)cc5)cc4=O)ccc23)C1,0.2911392405063291,8.251812
Cn1c2c(c3ccc(-n4ccc(-c5ccc(C(F)(F)F)cc5)cc4=O)cc31)CCNC2,0.27906976744186046,7.958607
COc1ccc(-c2ccn(-c3ccc4c5c(n(C)c4c3)CNCC5)c(=O)c2)cc1,0.26666666666666666,7.853872
CSc1ccc(-c2ccn(-c3ccc4c5c(n(C)c4c3)CNCC5)c(=O)c2)cc1,0.21794871794871795,8.075721
CN1CCc2c(n(C)c3cc(-n4ccc(-c5ccc(Cl)cc5Cl)cc4=O)ccc23)C1,0.2619047619047619,7.853872
COc1cc(Cl)ccc1-c1ccn(-c2ccc3c4c(n(C)c3c2)CNCC4)c(=O)c1,0.2826086956521739,7.769551
COc1ccc(-c2ccn(-c3ccc4c5c(n(C)c4c3)CNCC5)c(=O)c2)c(C)c1,0.25,7.853872
CN1CCc2c(n(C)c3cc(-n4ccc(-c5ccc(F)cn5)cc4=O)ccc23)C1,0.2558139534883721,6.149967
Cn1c2c(c3ccc(-n4ccc(-c5ccccc5)cc4=O)cc31)CNCC2,0.28169014084507044,7.823909
CN1CCc2c(c3ccc(-n4ccc(-c5ccc(F)cc5)cc4=O)cc3n2C)C1,0.25609756097560976,8.107905
Cn1c2c(c3ccc(-n4ccc(-c5ccc(Cl)cc5)cc4=O)cc31)CNCC2,0.2875,8.568636
Cn1c2c(c3ccc(-n4ccc(-c5ccc(C(F)(F)F)cc5)cc4=O)cc31)CNCC2,0.27906976744186046,8.376751
COc1ccc(-c2ccn(-c3ccc4c5c(n(C)c4c3)CCNC5)c(=O)c2)cc1,0.26666666666666666,8.585027
CN(C)C1CCN(c2ccc(NC(=O)c3ccc(-n4ccnc4)cc3)cc2)C1,0.29333333333333333,5.0
COc1ccc([C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2CCc2nc3ccc(Cl)cc3[nH]2)cc1,0.23469387755102042,7.0
COc1ccc([C@H]2CN(CCC3(O)CCOCC3)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1,0.2857142857142857,7.244125
Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12,0.2077922077922078,5.455932
CN(C)c1nc(NC2CCC(NCc3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,0.24719101123595505,7.455932
CN(C)C1CCN(c2ccc(NC(=O)c3ccc(N4CCCCC4)nc3)cc2)C1,0.275,5.619789
CCN1CCN(c2ccc(C(=O)Nc3ccc(N4CCC(N(C)C)C4)cc3)cn2)CC1,0.27631578947368424,5.0
CN(C)C1CCN(c2ccc(NC(=O)C3CCC(c4ccc(Cl)cc4)CC3)cc2)C1,0.2987012987012987,7.920819
CN(C)c1nc(N[C@H]2CC[C@@H](NS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,0.22826086956521738,7.080922
CN(C)c1nc(NC2CCC(NC(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,0.25301204819277107,6.79588
CN(C)c1nc(N[C@H]2CC[C@@H](CNS(=O)(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,0.22916666666666666,6.853872
CN(C)c1nc(NC2CCN(C(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,0.26804123711340205,5.920819
CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3cccc([N+](=O)[O-])c3)CC2)nc2ccccc12,0.2857142857142857,8.167491
CN(C)c1nc(NC2CCC(CNC(=O)c3ccc(Br)cc3OC(F)(F)F)CC2)nc2ccccc12,0.25555555555555554,7.102373
