SMILES,tanimoto_coefficient,pAct
O=C(O)c1ccc(NCc2cccc(Br)c2)cc1,0.265625,4.358456487247683
Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nn[nH]n2)cc1,0.22580645161290322,4.835587655895231
Clc1ccc(-n2c(SC/C=C/c3ccccc3)nnc2-c2cccnc2)cc1,0.1958762886597938,5.073966403321156
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(COC4)C3)cc2)C1,0.2948717948717949,7.958607314841775
Clc1ccc(C2CC(c3cccs3)n3ncnc3N2)cc1Cl,0.16049382716049382,4.795554418566932
N#Cc1cccc(-c2ccc(C3(CNC(=O)Nc4cc(Cl)cc(Cl)c4)CCN(CC4CC4)CC3)cc2)c1,0.7794117647058824,9.769551078621726
O=C(Nc1ccc2c(c1)CCC(CN1CCOCC1)=C2)c1ccc(-c2ccc(Cl)cc2)cc1,0.463768115942029,7.920818753952375
O=c1nc(NC2CC3CCC(C2)N3Cc2ccc3c(c2)OCO3)c2cc(Cl)ccc2n1CC(F)(F)F,0.3707865168539326,8.397940008672037
O=C(CSc1nnc(Cc2ccccc2)n1Cc1ccco1)NC1CCCC1,0.2926829268292683,4.358456487247683
O=C(NCC(CCNC1CCCC1)c1ccc(-c2ccc(Cl)cc2)cc1)Nc1cc(Cl)cc(Cl)c1,0.32926829268292684,6.552841968657781
O=C(NCC(CCNC1CCCC1)c1ccc(-c2ccccc2)cc1)Nc1cc(Cl)cc(Cl)c1,0.375,7.301029995663981
O=C(NCC(CCNC1CCCC1)c1ccc(-c2cccnc2)cc1)Nc1cc(Cl)cc(Cl)c1,0.32558139534883723,7.619788758288394
N#Cc1cccc(-c2ccc(C3(CNC(=O)Nc4cc(Cl)cc(Cl)c4)CCN(C4CCCCC4)CC3)cc2)c1,0.7611940298507462,8.920818753952375
O=C1c2ccc(OC[C@@H]3CCCO3)cc2CCN1[C@@H]1Cc2ccc(CNC3CCCCC3)cc2C1,0.4588235294117647,6.1095789811990855
O=C(Nc1ccc2c(c1)CCC(CN1CCCC1)=C2)c1ccc(-c2ccc(Cl)cc2)cc1,0.48484848484848486,8.657577319177793
O=C(Nc1ccc2c(c1)CCC(CN1CCCC1)=C2)c1ccc(-c2ccc(F)cc2)cc1,0.48484848484848486,7.958607314841775
O=C(Nc1ccc2c(c1)CCC(CN1CCCC1)=C2)c1ccc(-c2ccccc2)cc1,0.47692307692307695,7.920818753952375
O=C(NCCc1ccc(CN2CCCC2)cc1)c1ccc(-c2ccc(Cl)cc2)cc1F,0.7058823529411765,9.0
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1F)c1ccc(-c2ccc(F)cc2)cc1,0.5571428571428572,9.036212172654444
O=C(Nc1cc2ncc(CN3CCCC3)cc2cc1Cl)c1ccc(-c2ccc(F)cc2)cc1,0.5079365079365079,8.853871964321762
O=C(Nc1cc2ncc(CN3CCCC3)cc2cc1F)c1ccc(-c2ccc(F)cc2)cc1,0.5,8.853871964321762
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(Cl)cc2)cc1,0.5166666666666667,9.130768280269024
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(F)cc2)cc1,0.5081967213114754,8.55284196865778
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccccc2)cc1,0.4266666666666667,7.886056647693163
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(Cl)cc2)nc1,0.43902439024390244,8.387216143280265
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccc(F)cc2)nc1,0.5324675324675324,7.602059991327962
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)c1ccc(-c2ccccc2)nc1,0.45,7.136677139879544
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)N1CCC(c2ccc(Cl)cc2)CC1,0.39080459770114945,8.18045606445813
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)N1CCC(c2ccc(F)cc2)CC1,0.4157303370786517,7.455931955649724
O=C(Nc1ccc2cc(CN3CCCC3)cnc2c1)N1CCC(c2ccccc2)CC1,0.39325842696629215,7.0
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCCC3)ccc2c1,0.38461538461538464,9.0
O=C(Nc1ccc2nc(CN3CCCC3)ccc2c1)c1ccc(-c2ccc(F)cc2)cc1,0.47540983606557374,8.568636235841012
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)NCC(CN1CCCC1)O2,0.3958333333333333,8.638272163982407
Clc1ccc(-c2ccc(C#Cc3ccc(CCN4CCCC4)cc3)nc2)cc1,0.5818181818181818,7.585026652029182
Clc1ccc(-c2ccc(C#Cc3ccc(CCCN4CCCC4)cc3)nc2)cc1,0.5714285714285714,7.958607314841775
N#Cc1cccc(-c2ccc(N(CCN3CCCC3)C(=O)Nc3ccc(C(F)(F)F)c(F)c3)cc2)c1,0.45652173913043476,8.2839966563652
O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1cccc2c1cnn2CCN1CCCC1,0.6911764705882353,7.602059991327962
O=C(NC1CCN(Cc2ccc(C(=O)NCCN3CCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,0.7121212121212122,7.537602002101044
O=C(NCCN1CCCC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)c(Cl)c1,0.68,8.698970004336019
O=C(Nc1cccc(F)c1)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(F)c(F)c1,0.40963855421686746,7.552841968657781
O=C(Nc1cccc(F)c1)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1cccc(F)c1,0.43037974683544306,7.397940008672037
O=C(CCc1ccccc1)Nc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc2ccccc2c1,0.36904761904761907,6.468521082957745
Clc1ccc(-c2ccc(C#Cc3ccc(NCCN4CCCC4)cc3)nc2)cc1,0.5517241379310345,8.301029995663981
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)c(Cl)c3)nc2)cc1,0.603448275862069,8.301029995663981
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3Cl)nc2)cc1,0.603448275862069,7.698970004336019
Brc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3)nc2)cc1,0.7959183673469388,8.221848749616356
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)cc3)nc2)cc1,0.7959183673469388,8.154901959985743
O=c1cc(OCc2cccc(Cl)c2)ccn1-c1ccc(OCCN2CCCC2)cc1,0.7884615384615384,8.3767507096021
O=c1cc(OCc2cccc(F)c2)ccn1-c1ccc(OCCN2CCCC2)cc1,0.7884615384615384,8.229147988357855
O=c1cc(OCc2ccc(C(F)(F)F)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1,0.7692307692307693,8.173925197299173
O=c1cc(OCc2ccccc2Cl)ccn1-c1ccc(OCCN2CCCC2)cc1,0.7358490566037735,7.920818753952375
O=c1cc(OCc2ccccc2F)ccn1-c1ccc(OCCN2CCCC2)cc1,0.7358490566037735,8.060480747381382
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)nc3)nc2)cc1,0.625,8.221848749616356
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)nn3)nc2)cc1,0.5614035087719298,7.113509274827519
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2c(c1)OC[C@@H](CN1CCCC1)O2,0.40625,8.154901959985743
O=C(NCC(CCN1CCC(N2CCCCC2)CC1)c1ccc(Cl)c(Cl)c1)Nc1ccc(C(F)(F)F)cc1,0.31958762886597936,5.958607314841775
O=C(Nc1ccc2c(c1)CCC(CN1CCCCC1)=C2)c1ccc(-c2ccc(Cl)cc2)cc1,0.4918032786885246,8.602059991327963
O=c1c2sc(-c3ccc(Cl)cc3)cc2ncn1-c1ccc2nc(CN3CCCCC3)ccc2c1,0.3956043956043956,9.050609993355089
O=C(CCN1CCCCC1)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,0.6811594202898551,7.638272163982407
N#Cc1cccc(-c2ccc(C(CCN3CCCCC3)CNC(=O)Nc3cc(Cl)cc(Cl)c3)cc2)c1,0.5866666666666667,8.267606240177031
O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,0.6811594202898551,8.522878745280337
O=C(NCCN1CCCCC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,0.7619047619047619,7.769551078621726
